"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","dia5904t","disturbance of social behaviour twin 1: end (year)","Stoerung des Sozialverhaltens Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5904u","disturbance of social behaviour twin 2: end (year)","Stoerung des Sozialverhaltens Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6000s","diagnosis: attention deficit disorder (sibling)","Diagnose: Aufmerksamkeitsstoerung (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",11,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6000t","diagnosis: attention deficit disorder (twin 1)","Diagnose: Aufmerksamkeitsstoerung (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",11,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6000u","diagnosis: attention deficit disorder (twin 2)","Diagnose: Aufmerksamkeitsstoerung (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",11,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6001s","attention deficit disorder sibling: beginning (month)","Aufmerksamkeitsstoerung Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6001t","attention deficit disorder twin 1: beginning (month)","Aufmerksamkeitsstoerung Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6001u","attention deficit disorder twin 2: beginning (month)","Aufmerksamkeitsstoerung Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6002s","attention deficit disorder sibling: beginning (year)","Aufmerksamkeitsstoerung Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6002t","attention deficit disorder twin 1: beginning (year)","Aufmerksamkeitsstoerung Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6002u","attention deficit disorder twin 2: beginning (year)","Aufmerksamkeitsstoerung Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6003s","attention deficit disorder sibling: end (month)","Aufmerksamkeitsstoerung Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6003t","attention deficit disorder twin 1: end (month)","Aufmerksamkeitsstoerung Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6003u","attention deficit disorder twin 2: end (month)","Aufmerksamkeitsstoerung Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6001u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6004s","attention deficit disorder sibling: end (year)","Aufmerksamkeitsstoerung Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6004t","attention deficit disorder twin 1: end (year)","Aufmerksamkeitsstoerung Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6004u","attention deficit disorder twin 2: end (year)","Aufmerksamkeitsstoerung Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6001u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6100s","diagnosis: dyslexia, reading/writing difficulties (sibling)","Diagnose: Lese-/Rechtschreibschwaeche (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",12,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6100t","diagnosis: dyslexia, reading/writing difficulties (twin 1)","Diagnose: Lese-/Rechtschreibschwaeche (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",12,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6100u","diagnosis: dyslexia, reading/writing difficulties (twin 2)","Diagnose: Lese-/Rechtschreibschwaeche (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",12,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6101s","dyslexia, reading/writing difficulties sibling: beginning (month)","Lese-/Rechtschreibschwaeche Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6101t","dyslexia, reading/writing difficulties twin 1: beginning (month)","Lese-/Rechtschreibschwaeche Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6101u","dyslexia, reading/writing difficulties twin 2: beginning (month)","Lese-/Rechtschreibschwaeche Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6102s","dyslexia, reading/writing difficulties sibling: beginning (year)","Lese-/Rechtschreibschwaeche Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6102t","dyslexia, reading/writing difficulties twin 1: beginning (year)","Lese-/Rechtschreibschwaeche Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6102u","dyslexia, reading/writing difficulties twin 2: beginning (year)","Lese-/Rechtschreibschwaeche Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6103s","dyslexia, reading/writing difficulties sibling: end (month)","Lese-/Rechtschreibschwaeche Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6103t","dyslexia, reading/writing difficulties twin 1: end (month)","Lese-/Rechtschreibschwaeche Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6103u","dyslexia, reading/writing difficulties twin 2: end (month)","Lese-/Rechtschreibschwaeche Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia6101u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6104s","dyslexia, reading/writing difficulties sibling: end (year)","Lese-/Rechtschreibschwaeche Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6104t","dyslexia, reading/writing difficulties twin 1: end (year)","Lese-/Rechtschreibschwaeche Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6104u","dyslexia, reading/writing difficulties twin 2: end (year)","Lese-/Rechtschreibschwaeche Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia6101u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6200s","diagnosis: dyscalculia, difficulties with math (sibling)","Diagnose: Rechenschwaeche (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",13,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6200t","diagnosis: dyscalculia, difficulties with math (twin 1)","Diagnose: Rechenschwaeche (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",13,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia6200u","diagnosis: dyscalculia, difficulties with math (twin 2)","Diagnose: Rechenschwaeche (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",13,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
