"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ihh",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ihh",2,"2: no, lives somewhere else, but contact exists","2: nein, lebt woanders, aber Kontakt besteht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ihh",3,"3: deceased/no contact/unknown","3: verstorben/kein Kontakt/unbekannt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",1,"1: below 500 Euro","1: unter 500 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",2,"2: 500 up to below 1,000 Euro","2: 500 bis unter 1.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",3,"3: 1,000 up to below 1,500 Euro","3: 1.000 bis unter 1.500 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",4,"4: 1,500 up to below 2,000 Euro","4: 1.500 bis unter 2.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",5,"5: 2,000 up to below 2,500 Euro","5: 2.000 bis unter 2.500 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",6,"6: 2,500 up to below 3,000 Euro","6: 2.500 bis unter 3.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",7,"7: 3,000 up to below 4,000 Euro","7: 3.000 bis unter 4.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",8,"8: 4,000 up to below 5,000 Euro","8: 4.000 bis unter 5.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",9,"9: 5,000 up to below 6,000 Euro","9: 5.000 bis unter 6.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",10,"10: 6,000 up to below 7,000 Euro","10: 6.000 bis unter 7.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",11,"11: 7,000 up to below 8,000 Euro","11: 7.000 bis unter 8.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",12,"12: 8,000 up to below 10,000 Euro","12: 8.000 bis unter 10.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",13,"13: 10,000 up to below 20,000 Euro","13: 10.000 bis unter 20.000 Euro"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0103",14,"14: 20,000 Euro and above","14: 20.000 Euro und mehr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",1,"1: unfairly low","1: ungerechterweise zu niedrig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",2,"2: fair","2: gerecht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",3,"3: unfairly high","3: ungerechterweise zu hoch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",1,"1: just a little","1: wenig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","lm5",5,"5: a lot","5: viel"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",1,"1: Germany (FRG)","1: Deutschland (Bundesrepublik)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",2,"2: Germany (GDR)","2: Deutschland (ehemalige DDR)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",3,"3: Turkey","3: Tuerkei"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",4,"4: Russian Federation","4: Russische Foederation"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",5,"5: Poland","5: Polen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",6,"6: Italia","6: Italien"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",7,"7: Serbia","7: Serbien"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",8,"8: Croatia","8: Kroatien"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",9,"9: Greece","9: Griechenland"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",10,"10: Romania","10: Rumaenien"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",11,"11: Kazakhstan","11: Kasachstan"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",12,"12: Bosnia-Herzegovina","12: Bosnien-Herzegowina"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",13,"13: Spain","13: Spanien"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig",14,"14: in another country, namely","14: in einem anderen Land, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0600",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0600",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0600",9996,"9996: since birth","9996: seit Geburt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",1,"1: permanent residence permit","1: unbefristete Aufenthaltserlaubnis"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",2,"2: temporary residence permit","2: befristete Aufenthaltserlaubnis"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",3,"3: status of toleration (""Duldung"")","3: Duldung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0700",4,"4: other, namely","4: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",1,"1: only German","1: ausschliesslich Deutsch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",2,"2: mainly German","2: ueberwiegend Deutsch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",3,"3: partly the one and partly the other, except for German also","3: teils/teils, neben Deutsch noch eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",4,"4: mainly another language, which is","4: ueberwiegend eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mig0800",5,"5: exclusively another language, which is","5: ausschliesslich eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mn",0,"0: not mentioned","0: nicht genannt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","mn",1,"1: mentioned","1: genannt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",1,"1: Baden-Wuerttemberg","1: Baden-Wuerttemberg"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",2,"2: Bavaria","2: Bayern"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",3,"3: Berlin","3: Berlin"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",4,"4: Brandenburg","4: Brandenburg"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",5,"5: Bremen","5: Bremen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",6,"6: Hamburg","6: Hamburg"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",7,"7: Hesse","7: Hessen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",8,"8: Mecklenburg-West Pomerania","8: Mecklenburg-Vorpommern"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",9,"9: Lower Saxony","9: Niedersachsen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",10,"10: North Rhine-Westphalia","10: Nordrhein-Westfalen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",11,"11: Rhineland-Palatinate","11: Rheinland-Pfalz"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",12,"12: Saarland","12: Saarland"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",13,"13: Saxony","13: Sachsen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",14,"14: Saxony-Anhalt","14: Sachsen-Anhalt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",15,"15: Schleswig-Holstein","15: Schleswig-Holstein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","nuts1",16,"16: Thuringia","16: Thueringen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",0,"0: 0%","0: 0%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",1,"1: 10%","1: 10%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",2,"2: 20%","2: 20%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",3,"3: 30%","3: 30%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",4,"4: 40%","4: 40%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",5,"5: 50%","5: 50%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",6,"6: 60%","6: 60%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",7,"7: 70%","7: 70%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",8,"8: 80%","8: 80%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",9,"9: 90%","9: 90%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr11",10,"10: 100%","10: 100%"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",1,"1: very unlikely","1: sehr unwahrscheinlich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","pr5",5,"5: very likely","5: sehr wahrscheinlich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","sex",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","sex",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","sex",1,"1: male","1: maennlich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","sex",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",1,"1: not talented","1: nicht begabt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",5,"5: very talented","5: sehr begabt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",1,"1: no, never","1: nein, niemals"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",2,"2: no, but I coordinate their outfits","2: nein, aber ich stimme sie aufeinander ab"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",3,"3: I used to, but not anymore","3: frueher ja, heute nicht mehr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",4,"4: yes, sometimes","4: ja, manchmal"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0100",5,"5: yes, mostly","5: ja, meistens"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0102",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0102",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0102",96,"96: until today","96: bis heute"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0200",1,"1: in general yes","1: eher ja"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0200",2,"2: in general no","2: eher nein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0200",3,"3: in the past yes, but not any more","3: frueher ja, heute nicht mehr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",1,"1: very close","1: sehr eng"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",2,"2: close","2: eng"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",3,"3: not very close","3: nicht so eng"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0300",4,"4: not close at all","4: gar nicht eng"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",1,"1: yes, often","1: ja, oft"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",2,"2: yes,sometimes","2: ja, manchmal"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",3,"3: rarely/never","3: selten/nie"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","tsp0400",4,"4: didn't happen/doesn't happen","4: gab/gibt es nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","yn",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",0,"0: do not agree at all","0: stimme ganz und gar nicht zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",1,"1","1"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",5,"5","5"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",6,"6","6"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",7,"7","7"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr11",10,"10: agree completely","10: stimme ganz und gar zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",1,"1: strongly disagree","1: stimme ueberhaupt nicht zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",2,"2: disagree","2: stimme nicht zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",3,"3: neutral","3: weder noch"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",4,"4: agree","4: stimme zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","agr5",5,"5: strongly agree","5: stimme voll und ganz zu"
"twinlife","twinlife-2014-F2F_Modul4_CASI","apl3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul4_CASI","apl3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul4_CASI","apl3",1,"1: doesn't apply at all","1: nicht zutreffend"
"twinlife","twinlife-2014-F2F_Modul4_CASI","apl3",2,"2: partly applies","2: teilweise zutreffend"
