"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0500",,141,,"Did you obtain a degree / certificate / diploma in Germany or in another country?","Haben Sie in einem anderen Land als Deutschland eine berufliche Ausbildung oder ein Studium absolviert? Dies bezieht sich nur auf abgeschlossene Studien, nicht auf Auslandssemester, Praktika o.ae.",,,"yn","cat","age > 15 & eca0200 != 1 & eca0200 != -98 & eca0200 != -99",,,,,,,,,"National Educational Panel Study (NEPS): NEPS SC6 Starting Cohort 6: Adults, Wave 6, 2013","Nationales Bildungspanel (NEPS): Startkohorte 6: Erwachsene (SC6), Welle 6, Erhebungsinstrumente (Feldversion) ; [[URL link]](https://www.neps-data.de/Portals/0/NEPS/Datenzentrum/Forschungsdaten/SC6/Feldversionen/SC6_Q_w6_de.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",,142,,"Were you given a recommendation to attend lower, intermediate, or upper secondary school after completing primary school? Please state both binding and non-binding recommendations.","Hatten Sie nach Abschluss der Grundschule eine Haupt-, Realschul- oder eine Gymnasialempfehlung? Hier sind sowohl bindende als auch nicht bindende Empfehlungen gemeint.",,,"eca0600","cat","age > 15",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",,143,,"What type of school-leaving qualification would you like to attain?","Alter 11 bis 15 Jahre: Welchen Schulabschluss moechtest Du einmal erreichen? / Alter ab 16 Jahre: Welchen Schulabschluss moechten Sie einmal erreichen? Wenn mehrere Abschluesse angestrebt/gewuenscht werden, dann bitte den hoechsten Abschluss angeben.",,,"eca0700","cat","edu0100 == 2 & age > 9 | edu0301 == 1",,,,,,,,,"Adapted from: Deutsches Jugendinstitut (DJI), Muenchen (1995). DJI Youth Survey 1992 (Youth and Politics). GESIS Data Archive, Cologne","Adaptiert von: Deutsches Jugendinstitut (DJI), Muenchen (1995). DJI-Jugendsurvey 1992 (Jugend und Politik). GESIS Datenarchiv, Koeln ; [[URL link]](https://doi.org/10.4232/1.2527)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0701",,144,,"How likely do you think is it that you will attain this school-leaving qualification?","Alter 11 bis 15 Jahre: Fuer wie wahrscheinlich haeltst Du es, dass Du diesen Abschluss erreichst? / Alter ab 16 Jahre: Fuer wie wahrscheinlich halten Sie es, dass Sie diesen Abschluss erreichen?",,,"pr11","cat","eca0700 == 1 | eca0700 == 2 | eca0700 == 3",,,,,,,,,"Adapted from: Deutsches Jugendinstitut (DJI), Muenchen (1995). DJI Youth Survey 1992 (Youth and Politics). GESIS Data Archive, Cologne","Adaptiert von: Deutsches Jugendinstitut (DJI), Muenchen (1995). DJI-Jugendsurvey 1992 (Jugend und Politik). GESIS Datenarchiv, Koeln ; [[URL link]](https://doi.org/10.4232/1.2527)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",,145,,"Would you like to earn a (further) vocational training qualification or university diploma in the future? If more than one, please state the highest.","Streben Sie in der Zukunft einen (weiteren) beruflichen Ausbildungsabschluss oder Hochschulabschluss an? Wenn mehrere Abschluesse angestrebt werden, dann bitte den hoechsten Abschluss angeben.",,,"eca0800","cat","age > 15",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0801",,146,,"How likely do you think is it that you will earn this qualification?","Fuer wie wahrscheinlich halten Sie es, dass Sie diesen Abschluss erreichen?",,,"pr11","cat","eca0800 == 1 | eca0800 == 2",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0200",,147,,"I am ... in school.","DP 4 bis 15 Jahre: Jetzt geht es um die Schule im Allgemeinen. Bitte schaetze ein, wie gut jede der folgenden Aussagen auf Dich zutrifft. / DP ab 16 Jahren: Jetzt geht es um die Schule im Allgemeinen. Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft. Ich bin fuer die Schule . . .",,,"spa0200","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0201",,148,,"I know . . . in school.","Ich kann in der Schule . . ..",,,"lm5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0202",,149,,"In school, many assignments are ... for me.","In der Schule fallen mir viele Aufgaben . . .",,,"ed5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0300",,150,,"I am . . . in math.","DP 4 bis 15 Jahre: Jetzt geht es um die Faecher Mathe und Deutsch. Bitte schaetze ein, wie gut jede der folgenden Aussagen auf Dich zutrifft. / DP ab 16 Jahren: Jetzt geht es um die Faecher Mathe und Deutsch. Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft. Ich bin fuer Mathe . . .",,,"spa0200","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0301",,151,,"I know . . . in math.","Ich kann in Mathe . . ..",,,"lm5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0302",,152,,"In math, many exercises. . .","In Mathe fallen mir viele Aufgaben . . .",,,"ed5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0400",,153,,"I am . . . in German.","Ich bin fuer Deutsch . . .",,,"spa0200","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0401",,154,,"I know . . . in German.","Ich kann in Deutsch . . ..",,,"lm5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","spa0402",,155,,"In German, many assignments...","In Deutsch fallen mir viele Aufgaben . . .",,,"ed5","cat","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405","Adaptiert von: Dickhaeuser, O., Schoene, C., Spinath, B., & Stiensmeier-Pelster, J. (2002). Die Skalen zum akademischen Selbstkonzept. Zeitschrift fuer Differentielle und Diagnostische Psychologie, 23 (4), 393-405"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0200",,156,,"We would like to ask you some more questions about school in general. Please rate the extent to which each statement applies to you.","Alter 4 bis 15 Jahre: Jetzt geht es wieder um die Schule im Allgemeinen. Bitte schaetze ein, wie gut jede der folgenden Aussagen auf Dich zutrifft. / Alter ab 16 Jahre: Jetzt geht es wieder um die Schule im Allgemeinen. Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft.",,,,"txt","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0200","1",157,,"I like doing the things that I learn at school.","Ich mache die Dinge, die ich in der Schule lerne, gerne.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0200","2",158,,"School is fun.","Schule macht mir Spass.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0200","3",159,,"I find the things that I lean at school interesting.","Was ich in der Schule lerne, finde ich interessant.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300",,160,,"We would like to ask you some more questions about school in general. Please rate the extent to which each statement applies to you.","Alter 4 bis 15 Jahre: Jetzt geht es wieder um die Faecher Mathe und Deutsch. Bitte schaetze ein, wie gut jede der folgenden Aussagen auf Dich zutrifft. / Alter ab 16 Jahre: Jetzt geht es wieder um die Faecher Mathe und Deutsch. Bitte schaetzen Sie ein, wie gut jede der folgenden Aussagen auf Sie zutrifft.",,,,"txt","edu0100 == 2 | edu0301 == 1",,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","1",161,,"I like doing maths.","Ich mache Mathe gerne.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","2",162,,"Maths is fun.","Mathe macht mir Spass.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","3",163,,"Maths is interesting.","Mathe ist interessant.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","4",164,,"I like doing German.","Ich mache Deutsch gerne.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","5",165,,"German is fun.","Deutsch macht mir Spass.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0300","6",166,,"German is interesting.","Deutsch ist interessant.",,,"apl5_3","cat",,,,,,,,,,"Adapted from: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211","Adaptiert von: Steinmayr, R., & Spinath, B. (2010). Konstruktion und erste Validierung einer Skala zur Erfassung subjektiver schulischer Werte (SESSW). Diagnostica, 56(4), 195-211"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0500",,167,,"Please rate the extent to which each statement applies to you. At school, I am interested in . . .","Alter 4 bis 9 Jahre: In der Schule will ich... / Alter 10 bis 15 Jahre: Bitte gib an, wie gut die Angabe auf Dich zutrifft. In der Schule geht es mir darum . . . / Alter ab 16 Jahre: Bitte geben Sie an, wie gut die Angabe auf Sie zutrifft. In der Schule geht es mir darum . . .",,,,"txt","edu0100 == 2 | edu0301 == 1 & age > 9",,,,,,,,,"Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe","Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0500","1",168,,". . . learning something interesting.","[DP 4 bis 9 Jahre:]. . .. etwas Interessantes lernen. / [DP ab 10 Jahren:]. . .. etwas Interessantes zu lernen.",,,"apl5_3","cat",,,,,,,,,,"Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe","Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0500","2",169,,". . . learning something interesting.","[DP 4 bis 9 Jahre:]. . .. etwas Interessantes lernen. / [DP ab 10 Jahren:]. . .. etwas Interessantes zu lernen.",,,"apl5_3","cat",,,,,,,,,,"Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe","Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0500","3",170,,". . . understand difficult things. / . . . getting motivated to think about things.","[DP: 4 bis 9 Jahre] ... schwierige Dinge verstehen. / [DP: ab 10 Jahren:] . . ..zum Nachdenken angeregt zu werden.",,,"apl5_3","cat",,,,,,,,,,"Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe","Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","imo0500","4",171,,". . . understand difficult things. / . . . getting motivated to think about things.","[DP: 4 bis 9 Jahre] ... schwierige Dinge verstehen. / [DP: ab 10 Jahren:] . . ..zum Nachdenken angeregt zu werden.",,,"apl5_3","cat",,,,,,,,,,"Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe","Spinath, B., Stiensmeier-Pelster, J., Schoene, C., & Dickhaeuser, O. (2002). Skalen zur Erfassung der Lern-und Leistungsmotivation. SELLMO. Goettingen: Hogrefe"
