study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,4.0,268,,care of twin 2 in 3rd year of life: partner (not parent),Von meinem Partner/meiner Partnerin (falls nicht leibliches Elternteil),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,4.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,5.0,269,,care of twin 2 in 3rd year of life: grandparents,Von den Grosseltern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,5.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,6.0,270,,care of twin 2 in 3rd year of life: sibling(s),Von den Geschwistern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,6.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,7.0,271,,care of twin 2 in 3rd year of life: other relatives,Von sonstigen Verwandten,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,7.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,8.0,272,,care of twin 2 in 3rd year of life: friends,Von Freunden, Bekannten, Nachbarn,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,8.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,9.0,273,,care of twin 2 in 3rd year of life: day care mother (skilled),Von einer ausgebildeten Tagesmutter (ausser Haus),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,9.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,10.0,274,,care of twin 2 in 3rd year of life: day care mother (non-skilled),Von einer Tagesmutter ohne spezielle paedagogische oder pflegerische Ausbildung (ausser Haus),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,10.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,11.0,275,,care of twin 2 in 3rd year of life: nanny, au-pair,Von einer Kinderfrau oder Au-Pair in Ihrem Haushalt,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,12.0,276,,care of twin 2 in 3rd year of life: babysitter,Von einer anderen nicht verwandten Person (Babysitter),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,12.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,13.0,277,,care of twin 2 in 3rd year of life: care institution (from 3 yrs),Betreuungseinrichtung bis 3 Jahre (z.B. Krippe, Kindertageseinrichtung (KITA)),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,13.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,14.0,278,,care of twin 2 in 3rd year of life: care institution (up to 3 yrs),Betreuungseinrichtung ab einschliesslich 3 Jahre (z.B. Kindergarten, KITA),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,15.0,279,,care of twin 2 in 3rd year of life: child was alone,Kind blieb (zeitweise) alleine,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,15.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,16.0,280,,care of twin 2 in 3rd year of life: other,Sonstiges, und zwar:,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,16.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,,281,,care of twin 2 4th year of life,Betreuung Z2 im 4. Lebensjahr,,,car0100,txt,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,1.0,282,,care of twin 2 in 4th year of life: oneself,Von mir selbst,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,1.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,2.0,283,,care of twin 2 in 4th year of life: other parent (same household),Von dem jeweils anderen Elternteil im gleichen Haushalt,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,2.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,3.0,284,,care of twin 2 in 4th year of life: other parent (other household),Von dem jeweils anderen Elternteil ausserhalb des Haushalts,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,3.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,4.0,285,,care of twin 2 in 4th year of life: partner (not parent),Von meinem Partner/meiner Partnerin (falls nicht leibliches Elternteil),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,4.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,5.0,286,,care of twin 2 in 4th year of life: grandparents,Von den Grosseltern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,5.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0500u,6.0,287,,care of twin 2 in 4th year of life: sibling(s),Von den Geschwistern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,6.0
